,generation,mother,father,child,child_no
38,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-9-15-2-18-24-8-22-11-6-9-8-2-3-5-2-7-5-8,3.0
39,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,4.0
40,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-17-3-7-22-8-8-26-5-8-8-3-3-3-4-7-5-8,5.0
41,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-19-13-2-19-21-8-8-12-5-9-8-3-9-3-4-4-5-8,6.0
42,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-17-3-19-12-8-8-26-5-9-7-2-9-5-4-4-6-8,7.0
43,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-7.0-17.0-2.0-7.0-21.0-8.0-8.0-26.0-5.0-9-7-2-3-5-2-7-5-8,8.0
44,5,0.48-0.35-0.08-0.1-0.09-0.19-0.34-0.48-0.64-18-17-2-7-21-8-8-12-5-8-7-3-9-5-4-7-5-6,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-13-3-19-12-16-19-26-5-9-8-2-3-3-2-4-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-7.0-13.0-2.0-7.0-12.0-8.0-8.0-12.0-5.0-10-8-3-3-5-2-7-5-6,9.0
45,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-7-13-3-19-12-15-19-4-5-8-8-2-3-4-3-5-5-9,1.0
46,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-18-11-3-19-12-16-19-4-9-9-9-3-4-4-2-5-5-10,2.0
47,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-20-16-4-6-15-16-8-5-7-9-8-3-3-4-5-6-5-9,3.0
48,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.42-0.89-0.31-0.18-0.9-0.54-0.67-0.19-0.2-7-13-3-7-12-16-8-4-5-8-8-3-3-3-2-5-5-9,4.0
49,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-18-13-3-7-12-16-19-12-9-9-9-2-2-4-3-6-5-8,5.0
50,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-18-11-3-19-12-16-19-12-9-8-8-2-4-3-5-6-5-8,6.0
51,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-19-10-3-18-12-18-20-6-8-8-8-3-3-3-5-5-5-9,7.0
52,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-7-11-3-7-12-16-19-4-5-9-9-4-4-4-5-6-4-7,8.0
53,6,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.25-0.26-0.27-0.33-0.32-0.36-0.61-0.59-18-13-3-7-12-16-8-12-5-9-8-3-3-4-5-6-5-9,0.66-0.22-0.52-0.14-0.32-0.26-0.35-0.56-0.4-7-11-3-19-12-15-8-4-5-10-8-3-3-4-5-5-5-8,9.0
54,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-6-11-3-14-12-16-19-4-9-8-9-2-3-3-2-5-6-8,1.0
55,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-11-4-14-12-16-19-4-9-9-8-2-3-3-2-5-6-9,2.0
56,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-10-3-14-12-16-19-4-9-9-9-2-3-2-2-5-6-9,3.0
57,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-8-14-2-19-15-16-19-7-5-9-9-2-3-2-2-5-5-8,4.0
58,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-11-4-14-12-16-19-4-9-9-8-2-3-3-2-5-6-8,5.0
59,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-11-2-19-12-16-19-4-5-9-9-2-3-2-2-6-6-9,6.0
60,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-10-3-19-12-16-19-4-5-8-8-2-3-2-2-5-5-9,7.0
61,7,0.84-0.18-0.79-0.01-0.3-0.2-0.34-0.51-0.22-7-11-3-19-12-16-19-4-9-8-8-2-3-3-2-5-5-8,0.48-0.15-0.44-0.44-0.57-0.44-0.38-0.74-0.54-7-11-3-14-12-16-19-4-5-9-9-2-2-2-2-5-6-9,0.66-0.16-0.62-0.22-0.43-0.32-0.36-0.62-0.38-7-11-3-19-12-16-19-4-9-7-9-2-3-2-2-5-5-8,8.0
