,generation,mother,father,child,child_no,mutation
744,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|-1.0
745,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|6.0|6.0|10.0|3.0|15.0|10.0|10.0|2.0|3.0|2.0|9|10|10|10|10|10|9|10|10|6,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|14.0|4.0|10.0|-1.0|1.0|-2.0|17.0|10.0|9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
746,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|8|10|10|9|9|9|10|9|10|7,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1.0|1.0|-1.0|1.0|0.0|-1.0
747,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|8|10|10|9|10|10|8|10|10|5,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0
748,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|8|10|10|9|10|10|8|10|10|5,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0
749,50,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|15|19|14|14|14|10|10|21|15|13|9|10|10|10|10|10|9|10|10|6,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|0.0|-1.0|0.0|1.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
750,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.41|0.4|0.22|0.99|0.79|0.78|0.92|0.53|0.63|0.57|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,1.0,0.2|-0.04|0.37|-0.56|-0.35|-0.4|-0.27|0.11|-0.15|-0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
751,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|5.0|6.0|2.0|5.0|10.0|3.0|6.0|15.0|15.0|6.0|9|10|10|10|10|10|9|10|10|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|13.0|11.0|8.0|4.0|8.0|2.0|4.0|-2.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
752,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.65|0.9|0.73|0.35|0.02|0.12|0.02|0.14|0.32|0.57|13|19|14|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,3.0,-0.04|-0.54|-0.14|0.08|0.42|0.26|0.63|0.5|0.16|-0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
753,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.53|0.8|0.7|0.35|0.5|0.47|0.91|0.26|0.94|0.98|13|20|13|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,4.0,0.08|-0.44|-0.11|0.08|-0.06|-0.09|-0.26|0.38|-0.46|-0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
754,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.52|0.63|0.91|0.38|0.88|0.96|0.48|0.54|0.11|0.47|13|19|14|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,5.0,0.09|-0.27|-0.32|0.05|-0.44|-0.58|0.17|0.1|0.37|-0.09|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
755,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|20|14|14|14|11|8|19|13|11|10|9|10|10|10|9|10|9|10|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|0.0|0.0|1.0|-1.0|1.0|0.0|1.0
756,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|20|13|14|14|11|8|19|13|11|10|10|10|9|10|10|9|9|10|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0
757,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|20|13|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
758,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
759,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|19|14|14|14|11|8|19|13|11|10|10|10|9|9|10|8|9|9|6,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0|1.0|0.0
760,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|19|13|13|14|11|8|19|12|11|9|10|10|10|10|10|9|10|10|6,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
761,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|6.0|10.0|3.0|10.0|3.0|3.0|15.0|5.0|3.0|15.0|9|10|10|10|10|10|9|10|10|6,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|10.0|10.0|3.0|11.0|8.0|-7.0|14.0|10.0|-4.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
762,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|13|20|13|13|14|11|8|19|13|11|8|10|9|10|9|9|9|10|9|7,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|-1.0
763,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.23|0.99|0.11|0.39|0.93|0.02|0.65|0.69|0.45|1.0|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,14.0,0.38|-0.63|0.48|0.04|-0.49|0.36|0.0|-0.05|0.03|-0.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
764,51,0.55|0.32|0.66|0.3|0.53|0.51|0.54|0.54|0.44|0.53|13|19|13|14|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.61|0.36|0.59|0.43|0.44|0.38|0.65|0.64|0.48|0.38|14|20|14|14|14|10|7|20|14|13|9|10|10|10|10|10|9|10|10|6,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|0.0|0.0|1.0|1.0|-1.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
765,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
766,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|9|10|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
767,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|14|21|14|12|13|10|10|19|15|13|9|10|10|10|10|10|9|9|10|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|0.0|1.0|1.0|1.0|-2.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
768,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|8|10|9|9|10|10|8|10|10|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
769,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.02|0.77|0.26|0.58|0.02|0.05|0.2|0.63|0.8|0.44|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|6,5.0,0.65|-0.37|0.26|-0.02|0.32|0.21|0.56|0.11|-0.28|-0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
770,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|10|8|19|13|11|10|10|10|10|10|10|8|10|10|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
771,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,7.0,0.07|-0.35|0.45|-0.41|0.07|-0.62|-0.01|0.42|0.0|-0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
772,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|8|9|10|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
773,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|9|10|10|10|7|10|10|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0
774,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|16|20|15|12|16|13|8|18|13|10|10|10|10|10|10|10|9|10|10|7,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|1.0|-2.0|-2.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
775,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|2.0|15.0|10.0|15.0|15.0|2.0|2.0|6.0|15.0|3.0|10|10|10|10|10|10|9|9|10|6,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.0|5.0|4.0|-2.0|-1.0|9.0|6.0|13.0|-2.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
776,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|13|15|13|11|9|22|15|13|9|10|10|10|10|10|8|9|10|6,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|-2.0|1.0|0.0|-1.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
777,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
778,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|8|10|10|7,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
779,52,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|9|10|10|6,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|12|20|14|13|14|11|8|19|13|11|9|10|10|10|10|10|10|10|10|7,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
780,53,0.67|0.4|0.52|0.56|0.34|0.26|0.76|0.74|0.52|0.24|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.6|0.75|0.07|0.97|0.27|0.88|0.77|0.32|0.52|0.5|13|20|14|13|14|11|8|19|13|11|10|10|10|10|10|10|8|9|10|7,0.64|0.57|0.3|0.76|0.31|0.57|0.76|0.53|0.52|0.37|16|21|15|16|13|14|7|19|14|10|10|10|10|10|10|10|8|9|10|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-1.0|-3.0|1.0|-3.0|1.0|0.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
