,generation,mother,father,child,child_no,mutation
12,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|5.0|6.0|1.0|3.0|3.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|-3.0|-4.0|1.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0
13,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.04|0.54|0.91|0.45|0.81|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,14.0,-0.04|0.21|-0.66|0.17|0.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0
15,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|4.0|2.0|4.0|2.0|4.0|2|2|2|2|2,16.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.69|0.93|0.99|0.9|0.92|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,-0.69|-0.18|-0.74|-0.28|-0.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|3.0|2.0|2.0|4.0|2|2|2|2|2,19.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|1.0|4.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
20,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|3|2|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
21,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|3|2|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
22,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|3.0|2.0|2.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|4.0|2.0|3.0|6.0|6.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|-4.0|-2.0|0.0|0.0|0.0|0.0|0.0
24,1,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|3|2|3|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0
25,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|1.0|2.0|4.0|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
27,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|4.0|2.0|2.0|2.0|2.0|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
29,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|4.0|2.0|4.0|2.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|2.0|0.0|0.0|0.0|0.0|0.0
30,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|4.0|2.0|2.0|2.0|4.0|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|1.0|5.0|2.0|6.0|6.0|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|1.0|-3.0|0.0|-4.0|-2.0|0.0|0.0|0.0|0.0|0.0
34,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|3|3|2|3,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0
36,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|4.0|4.0|4.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
38,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|1.0|2.0|5.0|5.0|6.0|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|-3.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0
39,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|3|2|2|2|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
40,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.22|0.53|0.2|0.28|0.63|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,16.0,-0.22|0.35|0.05|0.28|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.43|0.37|0.42|0.85|0.04|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,-0.43|0.51|-0.17|-0.29|0.78|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|3.0|2|2|2|2|3,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
43,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|4.0|4.0|4.0|2.0|2.0|2|2|2|2|2,19.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
44,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|5.0|6.0|3.0|6.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-4.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0
45,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|4.0|2.0|4.0|4.0|2.0|2|2|2|2|2,21.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|-2.0|2.0|0.0|0.0|0.0|0.0|0.0
46,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.01|0.65|0.32|0.05|0.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,22.0,-0.01|0.23|-0.07|0.51|0.82|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49,2,0.0|1.0|0.25|0.5|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.75|0.25|0.62|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.88|0.25|0.56|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|3|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
50,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|4.0|2.0|2.0|2.0|2.0|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
51,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|3|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
52,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.62|0.72|0.9|0.81|0.92|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,3.0,-0.12|-0.1|-0.4|-0.81|-0.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
53,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|2.0|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
54,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|1.0|4.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
55,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|4.0|2.0|2.0|4.0|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
56,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|1.0|3.0|6.0|5.0|7.0|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-4.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0
57,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|3.0|2|2|2|2|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
58,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
59,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
62,3,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|1.0|0.25|0.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.62|0.5|0.0|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
