,generation,mother,father,child,child_no,mutation
498,20,0.12|0.75|0.12|0.56|0.94|2.0|2.0|2.0|2.0|4.0|2|2|2|2|3,0.5|0.0|0.75|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.31|0.38|0.44|0.4|0.97|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
499,20,0.12|0.75|0.12|0.56|0.94|2.0|2.0|2.0|2.0|4.0|2|2|2|2|3,0.5|0.0|0.75|0.25|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.31|0.38|0.44|0.4|0.97|2.0|2.0|2.0|2.0|4.0|3|2|2|2|3,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
500,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|3|3|2|3|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|0.0
501,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
502,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
503,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.47|0.88|0.57|0.7|0.86|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,4.0,0.03|-0.76|-0.07|-0.2|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
504,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|4.0|6.0|5.0|4.0|8.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|-2.0|-4.0|-3.0|-2.0|-4.0|0.0|0.0|0.0|0.0|0.0
505,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|3|3|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|0.0
506,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|3.0|2|2|2|2|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
507,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
508,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|3.0|2.0|2.0|4.0|2|2|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
509,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|4.0|4.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
510,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|6.0|2.0|6.0|2.0|7.0|2|2|2|2|2,11.0,0.0|0.0|0.0|0.0|0.0|-4.0|0.0|-4.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0
511,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|1.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
512,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
513,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.55|0.09|0.7|0.99|0.39|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,14.0,-0.05|0.03|-0.2|-0.49|0.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
514,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
515,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.52|0.88|0.49|0.8|0.63|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,16.0,-0.02|-0.76|0.01|-0.3|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
516,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.64|0.12|0.85|0.91|0.86|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,17.0,-0.14|0.0|-0.35|-0.41|0.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
517,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.14|0.27|0.55|0.78|0.85|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,18.0,0.36|-0.15|-0.05|-0.28|0.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
518,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.9|0.85|0.28|0.9|0.31|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,19.0,-0.4|-0.73|0.22|-0.4|0.57|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
519,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|1.0|2.0|6.0|4.0|4.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|-4.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
520,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
521,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
522,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
523,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
524,21,0.5|0.0|0.25|1.0|0.75|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.25|0.75|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.5|0.12|0.5|0.5|0.88|2.0|1.0|2.0|2.0|4.0|2|2|2|2|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
525,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|3|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
526,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.31|0.66|0.01|0.32|0.4|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,2.0,-0.06|-0.04|0.24|0.06|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
527,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|4.0|2.0|2.0|2.0|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
528,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
529,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
530,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|3|2|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0
531,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|3|2|3|2|3,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|-1.0
532,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0
533,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.8|0.89|0.18|0.94|0.82|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,9.0,-0.55|-0.27|0.07|-0.56|0.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
534,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
535,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|3|2|2|2|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
536,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
537,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
538,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|4.0|4.0|4.0|4.0|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
539,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|3.0|2|2|2|2|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
540,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|3|2|2|2,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
541,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|3|2|2|2,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
542,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|4.0|4.0|4.0|2|2|2|2|2,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
543,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.76|0.34|0.34|0.35|0.26|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,19.0,-0.51|0.28|-0.09|0.03|0.74|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
544,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
545,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|3.0|2.0|2.0|4.0|2|2|2|2|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
546,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|3|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
547,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
548,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|5.0|5.0|7.0|2|2|2|2|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0
549,22,0.5|0.75|0.25|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.25|0.62|0.25|0.38|1.0|2.0|2.0|4.0|4.0|2.0|2|2|2|2|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|2.0|0.0|0.0|0.0|0.0|0.0
550,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
551,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|3.0|2.0|4.0|6.0|6.0|2|2|2|2|2,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-2.0|-4.0|-2.0|0.0|0.0|0.0|0.0|0.0
552,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
553,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|3|3|3|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|0.0|0.0
554,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|4.0|2.0|2.0|2.0|2|2|2|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0
555,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
556,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|4.0|4.0|4.0|2|2|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
557,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|1.0|2.0|2.0|2.0|4.0|2|2|2|2|2,8.0,0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
558,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|3|2|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
559,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|3.0|2.0|4.0|2|2|2|2|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
560,23,0.25|0.75|0.5|0.0|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.0|0.5|0.25|0.75|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,0.12|0.62|0.38|0.38|1.0|2.0|2.0|2.0|2.0|4.0|2|2|2|2|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
