,generation,mother,father,child,child_no,mutation
10,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|21|11|20|16|10|19|23|10|2|2|3|3|7|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
12,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|21|11|20|16|10|19|23|10|2|2|3|3|7|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0
13,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|13|19|19|12|19|26|8|2|2|3|3|7|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-3.0|-2.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|8|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
15,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|3|3|3|7|2,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
16,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|4|7|2,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
17,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|18|16|10|19|23|8|2|4|3|3|7|2,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0
18,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|6|2,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
19,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|12|20|16|10|19|23|8|2|2|3|3|7|2,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|22|11|20|17|12|20|25|8|2|2|3|3|7|2,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|-2.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|3|2|4|4|7|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|0.0|0.0
24,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|7|2|3|2|3|7|2,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|0.0|0.0|0.0
25,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23.0|11.0|20.0|16.0|10.0|19.0|23.0|8|2|2|3|3|7|2,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|22|13|23|16|13|20|22|8|2|2|3|3|7|2,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-3.0|0.0|-3.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|3|3|3|7|2,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
28,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|3|2|3|3|7|2,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
29,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|20|23|8|2|2|3|3|7|2,30.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|24|11|20|16|10|19|23|8|2|2|3|3|7|2,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|15|10|19|23|8|2|2|3|3|7|2,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|12|20|16|10|19|23|8|2|2|3|3|7|2,33.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|2.0|5.0|6.0|6.0|5.0|15.0|5.0|8|2|2|3|3|7|2,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|21.0|6.0|14.0|10.0|5.0|4.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|15.0|15.0|6.0|5.0|6.0|10.0|6.0|8|2|2|3|3|7|2,35.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|-4.0|14.0|11.0|4.0|9.0|17.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.3|0.5|0.15|0.17|0.28|0.92|0.27|23|11|20|16|10|19|23|8|2|2|3|3|7|2,36.0,0.38|0.23|0.75|0.52|-0.26|-0.87|0.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|21|8|2|2|3|3|7|4,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0
37,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|7|3|2|2|2|7|2,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|1.0|1.0|0.0|0.0
38,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|17|23|8|2|2|3|3|9|2,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
39,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|15.0|3.0|3.0|15.0|10.0|3.0|10.0|8|2|2|3|3|7|2,40.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|8.0|17.0|1.0|0.0|16.0|13.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|4|3|7|2,41.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
41,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|3|2|4|3|8|2,42.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|-1.0|0.0
42,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,43.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|18|23|8|2|2|3|3|7|2,44.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.38|0.6|0.58|0.67|0.74|0.5|0.48|23|11|20|16|10|19|23|8|2|2|3|3|7|2,45.0,0.3|0.13|0.32|0.02|-0.72|-0.45|0.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.54|0.09|0.78|0.34|0.82|0.54|0.3|23|11|20|16|10|19|23|8|2|2|3|3|7|2,46.0,0.14|0.64|0.12|0.35|-0.8|-0.49|0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,47.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
47,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|2.0|15.0|6.0|2.0|10.0|2.0|5.0|8|2|2|3|3|7|2,49.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|21.0|-4.0|14.0|14.0|0.0|17.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
49,1,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|23|8|2|2|3|4|7|2,50.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
50,2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|21|8|2|2|3|3|7|4,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|21|16|10|19|23|8|2|2|3|3|7|2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|21|16|10|19|23|9|2|2|3|3|7|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
51,2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|21|8|2|2|3|3|7|4,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|21|16|10|19|23|8|2|2|3|3|7|2,0.66|0.31|0.43|0.06|0.52|0.23|0.6|23|11|21|16|10|19|21|8|2|2|3|3|7|2,2.0,0.02|0.42|0.47|0.63|-0.5|-0.18|-0.04|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,2,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|20|16|10|19|21|8|2|2|3|3|7|4,0.68|0.73|0.9|0.69|0.02|0.05|0.56|23|11|21|16|10|19|23|8|2|2|3|3|7|2,0.29|0.03|0.18|0.13|0.78|0.17|0.39|23|11|21|16|10|19|21|8|2|2|3|3|7|2,3.0,0.39|0.7|0.72|0.56|-0.76|-0.12|0.17|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
