,generation,mother,father,child,child_no,mutation
10,1,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|17|9|6|21|20|11|13|6|3|2|2|2|3|3|2,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
11,1,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|21|8|6|6|5|3|2|2|2|2|3|3,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,1,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|13|9|4|15|8|11|13|6|3|2|2|2|2|3|3,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,1,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|21|9|5|13|5|3|2|2|2|2|3|3,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,1,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|21|20|12|13|5|3|2|2|2|2|3|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|13|9|6|21|20|5|6|2|2|2|2|2|2|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0
16,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|4|15|20|5|13|5|2|2|2|2|3|4|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|-1.0|-1.0|-1.0
17,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.9|0.37|0.76|0.43|0.53|0.46|0.69|0.28|9|13|9|6|15|8|5|6|6|3|2|2|2|2|3|2,3.0,-0.54|0.49|-0.1|0.07|-0.33|0.22|-0.51|0.58|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|11|16|9|8|17|22|4|14|6|3|2|6|2|2|3|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|0.0|-2.0|-2.0|-2.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.51|0.18|0.47|0.62|0.24|0.44|0.8|0.86|9|17|9|6|21|8|5|13|5|3|2|2|2|2|3|2,5.0,-0.15|0.68|0.19|-0.12|-0.04|0.24|-0.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|2.0|2.0|15.0|3.0|15.0|6.0|6.0|6.0|6|3|2|2|2|2|3|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|15.0|-6.0|1.0|6.0|14.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|15.0|10.0|6.0|3.0|6.0|6.0|5.0|15.0|5|3|2|6|2|2|3|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-7.0|7.0|3.0|3.0|9.0|14.0|0.0|-9.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.9|0.11|0.13|0.3|0.21|0.83|0.85|0.87|9|17|9|4|15|20|5|6|5|3|2|6|2|2|3|3,8.0,-0.54|0.75|0.53|0.2|-0.01|-0.15|-0.67|-0.01|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|10.0|2.0|10.0|15.0|3.0|2.0|2.0|5.0|5|3|2|2|2|2|3|3,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|11.0|-1.0|-11.0|18.0|6.0|3.0|8.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
24,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|17|9|6|21|8|11|6|6|3|2|3|2|2|4|2,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|0.0|-1.0|1.0
25,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|13|9|4|15|8|11|13|5|4|2|5|2|3|2|3,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|-1.0|1.0|0.0
26,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|15|21|5|6|6|3|2|2|2|2|3|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|10|20|11|9|24|10|7|6|5|3|2|6|2|2|3|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|-2.0|-3.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|17|9|4|15|20|5|13|4|3|2|2|2|2|3|3,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,2,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|19|9|5|15|23|13|7|6|3|2|2|2|2|3|2,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|0.0|-3.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.41|0.29|0.51|0.28|0.62|0.11|0.12|0.66|8|17|9|4|15|8|5|6|5|3|2|2|2|2|3|2,1.0,-0.05|0.57|0.15|0.22|-0.42|0.57|0.06|0.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|7|12|11|6|23|11|8|6|5|3|2|2|2|2|3|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-2.0|0.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|17|9|6|21|20|11|13|4|2|3|2|2|3|3|4,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|0.0|0.0|-1.0|0.0|-1.0
33,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|17|9|6|21|20|5|6|6|4|3|6|2|3|4|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|-1.0|-1.0|0.0
34,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|17|12|4|20|19|14|14|5|3|2|2|2|2|3|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-3.0|0.0|1.0|1.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|17|9|6|15|9|5|6|6|3|2|6|2|2|3|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|17|9|4|15|8|5|13|7|4|2|6|3|2|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|-1.0|0.0|1.0|0.0
37,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8.0|17.0|9.0|4.0|15.0|8.0|11.0|6.0|5|3|2|6|2|2|3|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|13|9|6|15|20|12|13|6|3|2|6|2|2|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.44|0.38|0.72|0.99|0.23|0.05|0.65|0.19|8|13|9|6|15|8|11|13|5|3|2|6|2|2|3|3,10.0,-0.08|0.48|-0.06|-0.49|-0.03|0.63|-0.47|0.67|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.35|0.76|0.61|0.93|0.46|0.52|0.32|0.95|9|13|9|6|15|20|5|13|5|3|2|6|2|2|3|2,11.0,0.01|0.1|0.05|-0.43|-0.26|0.16|-0.14|-0.09|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|17|9|4|21|20|5|13|6|4|2|2|2|3|4|2,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|0.0|0.0|-1.0|-1.0|0.0
42,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|21|8|5|6|6|4|2|2|2|2|3|3,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
43,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|12|9|6|15|20|11|13|5|3|2|2|2|2|3|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,3,0.29|0.86|0.45|0.82|0.22|0.5|0.12|0.73|8|17|9|4|15|8|11|6|6|3|2|2|2|2|3|2,0.43|0.87|0.86|0.17|0.18|0.86|0.23|0.99|9|13|9|6|21|20|5|13|5|3|2|6|2|2|3|3,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|9|13|9|6|15|8|5|6|5|4|2|2|2|2|3|3,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
45,4,0.36|0.86|0.66|0.5|0.2|0.68|0.18|0.86|8|13|9|6|21|8|6|6|5|3|2|2|2|2|3|3,0.44|0.38|0.72|0.99|0.23|0.05|0.65|0.19|8|13|9|6|15|8|11|13|5|3|2|6|2|2|3|3,0.4|0.62|0.69|0.74|0.22|0.37|0.42|0.52|8|13|9|6|15|8|6|6|5|3|2|2|2|2|3|3,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
