,generation,mother,father,child,child_no,mutation
17,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|14|12|1|20|8|5|16|8|8|5|7|5|8|2,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|0.0|0.0|-1.0|0.0
18,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|23|12|20|23|8|12|3|2|2|2|2|2|2|2,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|7.0|5.0|7.0|2.0|5.0|0.0
19,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|24|11|1|24|8|4|17|7|7|7|7|5|8|6,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|-1.0|0.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|23|12|20|23|7|12|3|8|8|8|8|6|6|2,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|-1.0|-1.0|1.0|0.0
21,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|14|12|20|20|8|12|16|6|9|7|7|4|8|6,22.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
22,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|14|11|21|24|8|5|6|7|9|6|9|4|7|6,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|-1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|14|12|20|23|7|12|3|7|7|7|10|4|8|2,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
24,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|14|12|21|23|7|12|3|7|7|7|7|4|8|6,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,1,0.87|0.24|0.15|0.14|0.4|0.11|0.32|23|12|1|20|7|5|3|7|9|7|7|4|7|6,0.84|0.86|0.73|0.74|0.81|0.37|0.85|14|12|20|23|8|12|16|7|7|6|9|5|8|2,0.86|0.55|0.44|0.44|0.6|0.24|0.58|24|15|1|19|9|11|17|7|7|6|9|4|8|6,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|0.0|1.0|-1.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|2|3|7|2|12|2|7|8|6|8|7|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|1|3|7|2|12|8|2|8|7|5|3|5,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
28,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|3|11|7|13|3|7|7|8|6|7|8|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|-1.0|-1.0
29,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|15|3|11|7|13|3|2|2|8|6|5|7|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|5|13|1|4|6|4|12|8|2|7|8|5|3|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|-1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|6|13|3|3|4|2|12|2|6|8|9|8|8|10,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|-1.0|-1.0
32,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|1|11|8|2|12|2|7|8|6|5|7|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|6|13|3|11|4|2|3|2|7|7|8|5|3|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.28|0.82|0.48|0.94|0.15|0.08|0.09|6|13|3|3|7|2|12|2|7|8|6|5|7|9,9.0,-0.12|-0.18|0.22|-0.24|0.17|0.4|0.43|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.82|0.51|0.8|0.37|0.84|0.13|0.89|6|14|3|11|7|2|3|8|2|8|6|5|7|5,10.0,-0.66|0.13|-0.1|0.33|-0.52|0.35|-0.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|6|14|1|3|7|13|3|2|2|7|6|5|7|9,11.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.54|0.07|0.0|0.98|0.07|0.52|0.6|6|13|3|11|7|2|12|8|7|7|6|5|3|5,12.0,-0.38|0.57|0.7|-0.28|0.25|-0.04|-0.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|13|3|3|4|2|12|2|2|2|2|2|2|2,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|5.0|4.0|3.0|1.0|3.0
39,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|3|3|7|2|3|2|2|2|2|2|2|2,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.0|5.0|6.0|6.0|3.0|5.0|3.0
40,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|1|3|4|13|12|2|7|8|6|8|3|9,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|8|15|1|4|8|16|13|8|2|7|6|8|7|9,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|-1.0|-1.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|3|3|7|13|12|2|6|6|5|8|4|4,17.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|1.0|0.0|-1.0|1.0
43,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|3|11|4|13|3|9|7|8|6|5|3|5,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
44,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|1|3|7|13|12|2|2|7|6|8|7|5,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
45,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|8|15|2|6|10|15|15|2|7|7|6|5|3|9,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|1.0|-3.0|-3.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23|14|1|11|4|2|3|2|2|7|7|6|4|4,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|-1.0|1.0
47,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.41|0.11|0.25|0.43|0.92|0.35|0.96|23|14|1|11|7|13|3|8|2|8|8|5|7|9,22.0,-0.25|0.53|0.45|0.27|-0.6|0.13|-0.44|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
48,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|6|13|3|11|4|2|12|7|2|8|7|9|7|6,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|-1.0|0.0|-1.0
49,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.16|0.64|0.7|0.7|0.32|0.48|0.52|23.0|13.0|3.0|3.0|7.0|2.0|12.0|2|7|8|8|5|3|5,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
50,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.27|0.2|0.64|0.47|0.28|0.8|0.4|6|13|3|3|7|2|3|2|2|7|6|5|3|9,25.0,-0.11|0.44|0.06|0.23|0.04|-0.32|0.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51,2,0.16|0.93|0.91|0.58|0.49|0.5|0.32|6|13|3|11|7|2|3|2|2|8|6|5|3|9,0.17|0.34|0.49|0.83|0.14|0.46|0.72|23|14|1|3|4|13|12|8|7|7|8|8|7|5,0.96|0.92|0.3|0.94|0.25|0.47|0.78|23|13|1|11|4|13|12|2|7|8|6|5|7|9,26.0,-0.8|-0.28|0.4|-0.24|0.07|0.01|-0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,3,0.14|0.61|0.63|0.2|0.25|0.07|0.52|4|5|6|4|8|9|19|5|3|3|3|2|4|4,0.78|0.58|0.96|0.85|0.55|0.74|0.83|3|4|5|14|14|3|8|4|4|9|2|4|5|2,0.46|0.6|0.8|0.52|0.4|0.4|0.68|3|5|6|14|14|9|8|4|3|3|2|4|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
