,generation,mother,father,child,child_no,mutation
10,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|4|2|6|7|6|6|5|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.33|0.97|0.67|0.24|0.88|0.53|0.25|0.07|0.87|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,3.0,0.19|-0.6799999999999999|-0.30000000000000004|0.15000000000000002|-0.08999999999999997|-0.050000000000000044|0.09999999999999998|0.19|-0.61|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|14|12|16|25|17|5|5|2|6|8|6|6|5|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|7|11|13|12|16|25|17|5|5|2|5|7|6|6|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
14,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
15,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-1.0|0.0|1.0|1.0|1.0
16,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|13|16|25|17|5|5|2|6|8|6|6|5|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,2,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.85|0.28|0.54|0.34|0.92|0.68|0.53|0.21|0.28|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,0.9|0.23|0.22|0.84|0.97|0.6|1.0|0.37|0.27|21|12|8|11|13|12|16|25|17|5|5|2|6|8|6|6|5|3,9.0,-0.38|0.05999999999999997|0.15|-0.44999999999999996|-0.17999999999999994|-0.12|-0.65|-0.10999999999999999|-0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.18|0.39|0.15|0.01|0.61|0.85|0.23|0.17|0.46|21|12|8|11|13|12|16|25|17|5|6|2|6|9|6|6|4|2,1.0,0.16999999999999998|-0.09000000000000002|0.13999999999999999|0.41|0.12|-0.47|0.03|0.11999999999999997|-0.22000000000000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|21|12|8|11|13|12|16|25|17|5|5|2|6|7|5|6|4|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
20,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|24|13|11|12|16|12|15|26|16|5|5|2|6|7|6|6|5|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-3.0|-1.0|-3.0|0.0|1.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.5|0.05|0.17|0.94|0.77|0.24|0.5|0.26|0.08|21|12|8|11|13|12|16|25|17|5|5|2|7|7|6|5|4|3,4.0,-0.15000000000000002|0.25|0.11999999999999997|-0.52|-0.040000000000000036|0.14|-0.24|0.02999999999999997|0.15999999999999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|5|5|3,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
23,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|21|12|8|11|13|12|16|24|17|5|5|2|7|9|6|4|4|3,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
24,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|23|11|10|14|12|14|16|28|16|5|5|2|6|7|6|6|4|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-2.0|-3.0|1.0|-2.0|0.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|21|12|8|11|13|12|16|25|17|6|7|2|8|8|7|7|5|3,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|1.0|-1.0|-1.0|0.0|-1.0
26,3,0.18|0.3|0.2|0.44|0.66|0.27|0.17|0.31|0.23|21|12|8|11|13|12|16|25|17|5|5|2|6|7|6|6|5|3,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|12|16|25|17|5|6|2|7|9|6|5|4|2,0.35|0.3|0.29|0.42|0.73|0.38|0.26|0.29|0.24|20|11|11|13|14|13|16|26|17|5|5|2|6|9|6|6|5|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-3.0|-2.0|-1.0|-1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|20|16|19|11|13|20|16|25|17|8|5|2|6|7|6|5|4|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|12|20|19|9|11|17|14|17|5|5|3|6|7|3|6|4|4,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
29,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|19|19|9|11|17|15|4|5|4|2|6|7|6|5|4|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|20|16|7|13|13|23|15|17|7|5|4|2|3|7|3|5|3|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|-2.0|0.0|-3.0|1.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|19|12|13|20|17|25|17|8|4|2|6|7|3|5|4|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|20|19|13|11|17|25|4|5|5|2|6|7|3|4|4|4,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
33,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|24|15|22|11|12|13|20|28|17|5|4|2|6|7|6|6|3|4,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-3.0|0.0|1.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|19|11|9|20|17|25|17|5|4|3|6|7|6|6|4|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
35,4,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|12|8|19|13|20|16|25|17|5|5|2|2|7|3|5|3|4,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
36,5,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|20|12|19|19|9|11|17|14|17|5|4|2|3|7|3|5|3|4,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,5,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|15|19|13|12|12|19|24|18|5|5|2|3|7|3|6|4|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-2.0|1.0|-1.0|-3.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,5,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|19|19|13|12|17|25|4|5|4|2|6|8|3|5|4|3,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
39,5,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|22|13|22|19|11|10|16|14|5|8|5|2|3|7|3|5|4|4,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-3.0|0.0|-2.0|1.0|1.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,5,0.33|0.37|0.07|0.15|0.26|0.1|0.53|0.18|0.49|21|16|19|19|9|20|17|14|4|8|4|2|3|7|3|5|3|4,0.52|0.29|0.37|0.39|0.79|0.48|0.35|0.26|0.26|21|12|8|11|13|11|16|25|17|5|5|2|6|7|6|6|4|3,0.43|0.33|0.22|0.27|0.52|0.29|0.44|0.22|0.38|21|16|19|20|9|20|16|25|4|5|4|2|6|7|3|6|3|4,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
