,generation,mother,father,child,child_no,mutation
409,46,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.5|0.38|0.62|0.33|0.37|4.0|3.0|5.0|9.0|6.0|10|8|9|10|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
410,46,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.5|0.38|0.62|0.33|0.37|4.0|3.0|5.0|10.0|6.0|10|8|9|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
411,46,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.5|0.38|0.62|0.33|0.37|4.0|3.0|5.0|10.0|6.0|10|8|9|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
412,46,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.5|0.38|0.62|0.33|0.37|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
413,46,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.5|0.38|0.62|0.33|0.37|4.0|3.0|5.0|10.0|6.0|9|8|10|10|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
414,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|6.0|5.0|5.0|12.0|8.0|10|8|10|10|9,1.0,0.0|0.0|0.0|0.0|0.0|-2.0|-2.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0
415,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|6.0|3.0|5.0|12.0|8.0|10|9|10|10|9,2.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|-1.0|-2.0|0.0|0.0|0.0|0.0|0.0
416,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.11|0.68|0.75|0.72|0.72|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,3.0,0.41000000000000003|-0.30000000000000004|-0.020000000000000018|-0.25999999999999995|-0.29|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
417,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|11.0|6.0|10|8|9|10|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
418,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
419,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|9|9|10|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
420,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|7|10|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
421,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
422,47,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
423,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|9|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
424,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|11.0|6.0|10|9|9|10|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
425,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
426,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|5.0|3.0|5.0|11.0|6.0|10|9|10|10|9,4.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
427,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.96|0.93|0.97|0.16|0.88|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,5.0,-0.43999999999999995|-0.55|-0.24|0.30000000000000004|-0.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
428,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
429,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
430,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,8.0,0.16000000000000003|-0.13|0.57|-0.47000000000000003|-0.53|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
431,48,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.27|0.13|0.87|0.34|0.55|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|9|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0
432,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
433,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|6.0|10.0|6.0|10|9|10|10|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
434,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|9|7|10|9|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|1.0|1.0
435,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|6.0|9.0|6.0|10|9|10|10|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
436,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|7.0|3.0|6.0|8.0|8.0|10|9|10|10|9,5.0,0.0|0.0|0.0|0.0|0.0|-3.0|0.0|-1.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0
437,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
438,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
439,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|9|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
440,49,0.52|0.38|0.73|0.46|0.43|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.74|0.64|0.38|0.32|0.19|4.0|3.0|5.0|9.0|6.0|10|8|10|10|9,0.89|0.56|0.04|0.25|0.15|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,9.0,-0.26|-0.050000000000000044|0.51|0.14|0.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
441,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|5.0|8.0|11.0|9.0|10|9|10|10|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0
442,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|3.0|5.0|11.0|6.0|9|8|10|10|10,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|-1.0
443,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.78|0.87|0.99|0.44|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,3.0,-0.21999999999999997|-0.30000000000000004|-0.61|0.32|0.33|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
444,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|3.0|5.0|10.0|6.0|10|9|10|9|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
445,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.14|0.24|0.19|0.87|0.49|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,5.0,0.42000000000000004|0.32999999999999996|0.19|-0.10999999999999999|0.15000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
446,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
447,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|3.0|5.0|11.0|6.0|10|9|10|9|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
448,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.22|0.32|0.3|0.66|0.65|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,8.0,0.3400000000000001|0.24999999999999994|0.08000000000000002|0.09999999999999998|-0.010000000000000009|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
449,50,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.77|0.64|0.59|0.58|0.31|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,0.56|0.57|0.38|0.76|0.64|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
450,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|3.0|6.0|10.0|6.0|10|9|10|9|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
451,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.17|0.17|0.13|0.14|0.33|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,2.0,0.32999999999999996|0.33999999999999997|0.22999999999999998|0.52|0.31|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
452,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|11.0|6.0|10|9|10|10|9,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
453,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|4.0|8.0|12.0|8.0|10|9|10|10|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0
454,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|6.0|3.0|6.0|9.0|6.0|10|9|10|10|9,5.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
455,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.61|0.56|0.12|0.99|0.69|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,6.0,-0.10999999999999999|-0.050000000000000044|0.24|-0.32999999999999996|-0.04999999999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
456,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
457,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|9|8|10|10|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|1.0
458,51,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.63|0.51|0.55|0.39|0.31|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
459,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|9.0|6.0|10|9|10|10|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0
460,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.84|0.02|0.07|0.78|0.05|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,2.0,-0.41|0.49|0.19|0.020000000000000018|0.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
461,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|5.0|3.0|5.0|10.0|6.0|10|10|10|10|9,3.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
462,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|10.0|6.0|10|10|9|10|10,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|-1.0
463,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|10.0|6.0|10|8|10|10|9,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
464,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
465,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|6.0|3.0|7.0|9.0|8.0|10|10|10|10|9,7.0,0.0|0.0|0.0|0.0|0.0|-2.0|0.0|-2.0|1.0|-2.0|0.0|0.0|0.0|0.0|0.0
466,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
467,52,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.36|0.51|0.16|0.93|0.96|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|10.0|6.0|10|8|10|10|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0
468,53,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|9.0|6.0|10|9|10|10|9,0.46|0.51|0.31|0.73|0.72|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
469,53,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|9.0|6.0|10|9|10|10|9,0.46|0.51|0.31|0.73|0.72|4.0|3.0|5.0|10.0|6.0|10|9|10|10|9,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
470,53,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|9.0|6.0|10|9|10|10|9,0.46|0.51|0.31|0.73|0.72|6.0|4.0|5.0|8.0|7.0|10|10|10|10|9,3.0,0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|0.0|1.0|-1.0|0.0|0.0|0.0|0.0|0.0
471,53,0.5|0.51|0.36|0.66|0.64|4.0|3.0|5.0|10.0|6.0|10|10|10|10|9,0.43|0.51|0.26|0.8|0.8|4.0|3.0|5.0|9.0|6.0|10|9|10|10|9,0.46|0.51|0.31|0.73|0.72|4.0|3.0|5.0|9.0|6.0|10|10|10|10|9,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
