,generation,mother,father,child,child_no,mutation
10,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.12|0.73|0.23|0.76|0.12|0.98|0.97|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,2.0,0.57|0.26|0.44000000000000006|-0.040000000000000036|0.38|-0.5700000000000001|-0.88|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|21.0|18.0|10.0|10|8|8|2|8|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
12,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
13,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|7.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|21.0|18.0|10.0|9|8|8|2|8|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.8|0.39|0.44|0.87|0.1|0.93|0.07|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,7.0,-0.1100000000000001|0.6|0.23000000000000004|-0.15000000000000002|0.4|-0.52|0.01999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,0.61|0.62|0.36|0.52|0.88|0.32|0.99|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,9.0,0.07999999999999996|0.37|0.31000000000000005|0.19999999999999996|-0.38|0.08999999999999997|-0.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.73|0.2|0.77|0.03|0.54|0.88|0.86|27|3|8|27|22|18|10|9|8|8|2|9|2|2,1.0,-0.040000000000000036|0.79|-0.09999999999999998|0.69|-0.040000000000000036|-0.47000000000000003|-0.77|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|9|8|2|8|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
20,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|23|18|10|9|8|8|2|8|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.55|0.23|0.9|0.25|0.72|0.43|0.58|27|3|7|27|22|18|10|9|8|8|2|8|2|2,5.0,0.1399999999999999|0.76|-0.22999999999999998|0.47|-0.21999999999999997|-0.020000000000000018|-0.49|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
24,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|28|22|18|10|9|8|8|2|8|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|26|3|7|27|22|18|10|9|8|8|2|9|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|8|27|22|18|10|9|8|8|2|9|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|8|9|2|9|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
27,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.62|0.87|0.61|0.41|0.21|0.7|0.34|28|3|8|27|22|17|10|9|8|8|2|7|2|2,1.0,0.06999999999999995|0.12|0.06000000000000005|0.31|0.29000000000000004|-0.29|-0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|7|28|22|17|10|9|8|8|2|7|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|26|3|7|27|22|18|10|9|8|8|3|8|2|2,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
31,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.16|0.92|0.88|0.23|0.99|0.83|0.72|27|3|8|27|22|17|10|9|8|8|2|7|2|2,5.0,0.5299999999999999|0.06999999999999995|-0.20999999999999996|0.49|-0.49|-0.42|-0.63|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
32,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.56|0.84|0.06|0.85|0.34|0.72|0.32|27|3|8|27|22|18|10|9|8|8|2|7|2|2,6.0,0.1299999999999999|0.15000000000000002|0.6100000000000001|-0.13|0.15999999999999998|-0.31|-0.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|6|27|22|18|10|9|8|8|2|7|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|18|10|9|9|8|2|8|2|2,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
35,4,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|3|7|27|22|17|10|9|8|8|2|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27|6|9|30|24|20|10|9|8|8|2|7|2|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|23.0|18.0|10.0|9|8|8|3|6|2|2,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
37,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|26.0|5.0|10.0|26.0|24.0|17.0|10.0|9|8|8|3|8|2|2,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-2.0|1.0|-2.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|9|2|8|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
39,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.72|0.18|0.57|0.17|0.64|0.55|0.23|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|7|2|2,4.0,-0.030000000000000027|0.81|0.10000000000000009|0.5499999999999999|-0.14|-0.14000000000000007|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|9|2|7|2|2,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
41,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.46|0.74|1.0|0.73|0.66|0.31|0.91|28.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|7|2|2,6.0,0.22999999999999993|0.25|-0.32999999999999996|-0.010000000000000009|-0.16000000000000003|0.09999999999999998|-0.8200000000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|2|8|2|2,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
43,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.27|0.58|0.53|0.92|0.36|0.41|0.23|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|7|2|2,8.0,0.41999999999999993|0.41000000000000003|0.14|-0.20000000000000007|0.14|0.0|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
44,5,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|8|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28|3|8|27|22|18|10|9|8|8|2|7|2|2,0.69|0.99|0.67|0.72|0.5|0.41|0.09|27.0|3.0|8.0|27.0|22.0|18.0|10.0|9|8|8|3|7|3|2,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0
45,6,0.31|0.09|0.93|0.84|0.42|0.86|0.9|21|19|11|14|12|13|25|3|8|8|6|6|4|3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|23.0|18.0|10.0|9|8|8|3|6|2|2,0.69|0.7|0.12|0.91|0.96|0.32|0.64|21.0|19.0|11.0|27.0|23.0|13.0|10.0|9|8|8|6|6|2|3,1.0,-0.18999999999999995|-0.15999999999999992|0.68|-0.13|-0.49999999999999994|0.32|-0.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
46,6,0.31|0.09|0.93|0.84|0.42|0.86|0.9|21|19|11|14|12|13|25|3|8|8|6|6|4|3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|23.0|18.0|10.0|9|8|8|3|6|2|2,0.5|0.54|0.8|0.78|0.46|0.64|0.5|28.0|19.0|11.0|14.0|12.0|18.0|25.0|3|8|8|7|6|4|3,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
47,6,0.31|0.09|0.93|0.84|0.42|0.86|0.9|21|19|11|14|12|13|25|3|8|8|6|6|4|3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|23.0|18.0|10.0|9|8|8|3|6|2|2,0.5|0.54|0.8|0.78|0.46|0.64|0.5|28.0|19.0|11.0|15.0|12.0|13.0|25.0|3|9|8|6|6|2|2,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
48,6,0.31|0.09|0.93|0.84|0.42|0.86|0.9|21|19|11|14|12|13|25|3|8|8|6|6|4|3,0.69|0.99|0.67|0.72|0.5|0.41|0.09|28.0|3.0|8.0|27.0|23.0|18.0|10.0|9|8|8|3|6|2|2,0.5|0.54|0.8|0.78|0.46|0.64|0.5|28.0|21.0|10.0|13.0|14.0|21.0|10.0|3|8|8|3|6|2|3,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|1.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
