,generation,mother,father,child,child_no,mutation
10,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4.0|10.0|3.0|3.0|6.0|3.0|11.0|18.0|4|3|2|8|8|3|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
11,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|3|17|3|1|19|8|17|18|6|3|4|4|9|5|3|5,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
12,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|3.0|10.0|5.0|3.0|19.0|8.0|17.0|18.0|4|3|4|4|8|3|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.72|0.8|0.81|0.87|0.41|0.68|0.21|0.03|4|17|5|3|6|3|11|2|4|3|4|4|2|3|3|7,5.0,-0.15999999999999992|-0.010000000000000009|-0.41000000000000003|-0.44|-0.21999999999999997|-0.26000000000000006|0.5700000000000001|0.21|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|17|5|1|19|3|16|18|6|3|4|4|8|3|4|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
16,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|3|16|5|3|19|8|11|18|6|3|2|4|2|3|4|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
17,2,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.4|0.63|0.26|0.29|0.19|0.33|0.91|0.28|4|10|5|1|19|3|17|18|6|3|2|4|8|5|3|7,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|3.0|17.0|5.0|1.0|19.0|8.0|17.0|2.0|6|3|2|4|2|5|4|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
18,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.43|0.92|0.5|0.02|0.53|0.71|0.55|0.17|3|10|3|3|6|8|11|2|4|3|4|8|2|3|4|7,1.0,0.21000000000000002|-0.050000000000000044|-0.030000000000000027|0.48|-0.34|-0.24999999999999994|0.16999999999999993|0.04999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|1.0|-1.0|-1.0
20,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|7|9|5|1|5|8|11|20|4|3|4|8|2|3|4|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|1.0|-2.0|0.0|1.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|3|1|6|8|11|2|4|4|4|8|8|5|4|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|7|8|11|2|4|3|4|8|8|5|4|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
23,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
24,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|5|20|5|3|8|11|11|4|4|3|4|8|8|5|4|5,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|-2.0|0.0|-2.0|-3.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,3,0.72|0.95|0.54|0.58|0.19|0.5|0.66|0.21|3|17|3|3|6|8|11|2|4|3|4|8|2|3|4|5,0.56|0.79|0.4|0.43|0.19|0.42|0.78|0.24|4|10|3|1|6|8|11|18|4|3|4|8|8|5|2|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|18|5|3|4|8|2|3|4|5,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|1|6|8|11|18|5|2|4|10|3|2|6|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|-1.0|0.0|-1.0|-1.0
28,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|1|6|8|11|18|4|2|4|9|2|2|4|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|7|13|2|1|7|10|14|19|4|2|5|8|2|3|5|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|1.0|0.0|-1.0|-2.0|-3.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|9|5|3|7|10|13|21|4|3|5|9|2|2|5|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-2.0|-1.0|-2.0|-2.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|1|6|8|11|18|4|3|5|8|2|3|5|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
32,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|1|6|8|11|18|3|2|5|8|2|4|5|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|-1.0|-1.0|-1.0
33,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.97|0.1|0.52|0.71|0.49|0.19|0.74|0.81|3|10|3|1|6|8|11|18|4|2|5|8|2|2|5|7,7.0,-0.32999999999999996|0.77|-0.050000000000000044|-0.20999999999999996|-0.3|0.27|-0.020000000000000018|-0.5900000000000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.22|0.22|0.26|0.24|0.2|0.33|0.72|0.7|3|10|3|1|6|8|11|18|4|3|5|9|2|2|5|6,8.0,0.42000000000000004|0.65|0.20999999999999996|0.26|-0.010000000000000009|0.13|0.0|-0.48|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,4,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|3|10|3|3|6|8|11|18|4|3|5|8|2|3|4|7,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4.0|10.0|3.0|1.0|6.0|8.0|11.0|18.0|4|2|4|7|2|3|5|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
36,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|4|1|6|8|11|2|4|2|5|8|2|2|2|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|1.0|0.0|0.0|0.0|0.0
37,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|3|1|6|8|11|18|3|3|4|7|3|4|5|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|-1.0|1.0|0.0|0.0
38,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4.0|10.0|4.0|1.0|6.0|8.0|11.0|18.0|4|2|4|9|2|5|5|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|7|8|11|2|4|3|4|9|2|2|2|5,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
40,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.96|0.45|0.85|0.61|0.01|0.54|0.73|0.01|4|10|3|1|6|8|11|2|4|3|4|9|2|5|2|6,5.0,-0.31999999999999995|0.42|-0.38|-0.10999999999999999|0.18|-0.08000000000000002|-0.010000000000000009|0.21|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
41,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|12|5|1|6|8|11|5|4|3|4|9|2|2|5|5,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|0.0|0.0|0.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
42,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|3|1|7|8|11|2|4|3|4|8|3|2|2|6,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
43,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|4|1|6|8|11|18|5|2|5|7|3|6|4|4,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|1.0|-1.0|-1.0|1.0|1.0
44,5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|10|3|1|6|8|11|2|4|2|4|9|2|2|5|6,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|11|18|4|3|4|8|2|5|2|5,0.64|0.87|0.47|0.5|0.19|0.46|0.72|0.22|4|17|4|1|6|8|10|18|4|2|4|9|2|5|2|6,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
