,generation,mother,father,child,child_no,mutation
20,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,1.0|0.03|0.59|0.59|0.28|0.84|0.15|0.47|0.54|27|5|11|19|4|20|8|28|11|8|6|9|8|8|4|9|6|7,3.0,-0.21999999999999997|0.83|-0.010000000000000009|-0.18|0.07999999999999996|-0.07999999999999996|0.31000000000000005|0.12|-0.38|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
21,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|10|7|10|21|24|13|26|16|14|7|6|6|5|8|4|9|6|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|1.0|-2.0|-3.0|0.0|-2.0|-1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|10|15|11|19|4|13|24|28|11|8|6|9|6|7|2|2|6|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
23,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|11|18|4|13|8|15|11|7|6|9|8|9|4|2|6|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
24,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
25,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|28|15|14|7|21|22|23|15|14|8|6|6|8|8|2|2|2|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-3.0|1.0|0.0|-2.0|1.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,3,0.86|0.82|0.69|0.51|0.66|0.76|0.64|0.37|0.31|27|15|7|19|4|13|8|15|8|8|6|9|5|7|4|2|6|8,0.7|0.89|0.47|0.31|0.05|0.77|0.27|0.81|0.02|10|5|11|8|21|20|24|28|11|7|6|6|8|8|2|9|2|7,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|8|8|4|20|8|28|8|7|6|6|5|8|2|9|5|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
27,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|13|5|18|15|5|20|8|28|8|7|6|9|6|9|5|9|5|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|-1.0|0.0|0.0|-1.0|1.0|-1.0
28,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|27|5|7|19|10|20|24|28|16|9|7|4|6|7|3|9|6|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|1.0|-1.0|-1.0|0.0|0.0
29,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.06|0.93|0.2|0.82|0.77|0.21|0.27|0.15|0.99|27|5|18|15|10|20|24|5|16|6|6|9|5|9|5|8|6|8,3.0,0.79|-0.09000000000000008|0.39999999999999997|-0.36999999999999994|-0.43|0.37|0.22999999999999998|0.5599999999999999|-0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
30,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|27|7|7|14|10|18|24|28|16|8|6|9|5|8|2|8|5|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
31,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|27|7|7|19|9|18|24|28|16|6|6|3|5|10|5|8|6|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
32,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|13|6|7|19|5|20|24|28|16|8|6|3|5|9|5|8|6|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.91|0.74|0.7|0.93|0.2|0.0|0.98|0.31|0.13|13|5|7|15|10|20|8|5|16|8|6|9|5|8|2|8|6|8,7.0,-0.06000000000000005|0.09999999999999998|-0.09999999999999998|-0.48000000000000004|0.14|0.58|-0.48|0.39999999999999997|0.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|13|5|7|19|10|21|8|5|16|6|6|9|5|8|2|5|6|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,4,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.78|0.86|0.58|0.41|0.36|0.76|0.46|0.59|0.16|27|5|7|19|5|20|8|28|8|8|6|9|5|8|2|8|6|7,0.85|0.84|0.6|0.45|0.34|0.58|0.5|0.71|0.49|27|7|18|19|5|18|8|5|8|5|7|9|6|9|2|9|7|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|-1.0|0.0|0.0|-1.0|-1.0|1.0
36,5,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.03|0.62|0.29|0.19|0.08|0.17|0.09|0.53|0.85|9|8|14|15|24|11|19|9|16|5|8|3|6|5|2|7|8|5,0.48|0.72|0.46|0.34|0.2|0.29|0.32|0.68|0.84|13|8|18|15|10|18|19|9|16|5|8|3|6|8|5|7|8|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
37,5,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.03|0.62|0.29|0.19|0.08|0.17|0.09|0.53|0.85|9|8|14|15|24|11|19|9|16|5|8|3|6|5|2|7|8|5,0.95|0.51|0.35|0.19|0.2|0.39|0.15|0.3|0.33|9|8|14|15|24|18|24|5|16|5|6|3|6|9|2|5|8|5,2.0,-0.47|0.20999999999999996|0.11000000000000004|0.15000000000000002|0.0|-0.10000000000000003|0.17|0.38000000000000006|0.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,5,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.03|0.62|0.29|0.19|0.08|0.17|0.09|0.53|0.85|9|8|14|15|24|11|19|9|16|5|8|3|6|5|2|7|8|5,0.48|0.72|0.46|0.34|0.2|0.29|0.32|0.68|0.84|9|8|19|15|10|11|19|9|16|6|6|3|6|5|5|7|6|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,5,0.92|0.83|0.63|0.5|0.32|0.41|0.55|0.83|0.82|13|7|18|15|10|18|24|5|16|6|6|3|5|9|5|5|6|8,0.03|0.62|0.29|0.19|0.08|0.17|0.09|0.53|0.85|9|8|14|15|24|11|19|9|16|5|8|3|6|5|2|7|8|5,0.48|0.72|0.46|0.34|0.2|0.29|0.32|0.68|0.84|15|9|17|15|23|21|23|9|15|5|8|3|5|5|2|7|6|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-1.0|1.0|0.0|1.0|-3.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
