,generation,mother,father,child,child_no,mutation
2426,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|8|5|6|5|8|7|6,27.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2427,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|5|5|6|8|6|5|6|5|8|7|6,28.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2428,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|8|5|6|5|8|7|6,29.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2429,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|7|8|8|5|6|5|8|7|6,30.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2430,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|6|7|9|7|6|6|5|9|7|5,31.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|0.0|0.0|-1.0|0.0|1.0
2431,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,32.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2432,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|3.0|15.0|3.0|6.0|15.0|2.0|5.0|5.0|10.0|15.0|6.0|7|5|6|8|8|5|6|5|8|7|6,33.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|-9.0|5.0|-2.0|-9.0|5.0|3.0|3.0|-2.0|-10.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2433,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|7|5|8|7|6,34.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0
2434,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|10.0|7.0|9.0|5.0|6.0|9.0|11.0|9.0|11.0|8.0|10.0|6|5|6|8|6|5|6|5|8|7|6,35.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-1.0|-1.0|0.0|-1.0|-3.0|-1.0|-3.0|-3.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2435,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|10.0|9.0|9.0|7.0|9.0|6.0|10.0|10.0|9.0|4.0|11.0|6|5|6|8|8|5|6|5|8|7|6,36.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-3.0|-1.0|-3.0|-3.0|1.0|-2.0|-2.0|-2.0|1.0|-3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2436,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|7|4|6|9|6|5|5|5|9|6|6,37.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|0.0|0.0|1.0|0.0|-1.0|1.0|0.0
2437,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|7|8|5|4|6|5|8|7|5,38.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0
2438,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|6|4|6|8|6|5|7|4|7|8|6,39.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0|-1.0|0.0
2439,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|7.0|3.0|8.0|7|5|6|8|6|5|6|5|8|9|6,40.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0
2440,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|4|5|9|7|6|5|4|8|7|7,41.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|1.0|-1.0|-1.0|-1.0|1.0|1.0|0.0|0.0|-1.0
2441,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|10.0|7.0|11.0|4.0|6.0|7.0|10.0|11.0|10.0|8.0|7.0|6|5|6|8|8|5|6|5|8|7|6,42.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|-1.0|-3.0|0.0|0.0|0.0|-2.0|-3.0|-3.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2442,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|5|8|6|5|6|5|8|7|6,43.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2443,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|3.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,44.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2444,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|9.0|9.0|9.0|4.0|6.0|10.0|10.0|7.0|8.0|7.0|10.0|7|5|6|8|8|5|6|5|8|7|6,45.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|-3.0|-1.0|0.0|0.0|-3.0|-2.0|1.0|0.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2445,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|9.0|8.0|5.0|8.0|7|5|6|8|8|5|6|5|8|7|6,46.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2446,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|5|5|6|5|8|7|6,47.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0
2447,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|6.0|8.0|10.0|4.0|4.0|7.0|11.0|8.0|6.0|6.0|9.0|7|5|6|8|8|5|6|5|8|7|6,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-2.0|-2.0|0.0|0.0|1.0|-3.0|0.0|1.0|-1.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2448,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,49.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2449,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|8.0|5.0|8.0|7|5|5|8|8|5|6|5|8|7|6,50.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2450,50,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|6.0|5.0|8.0|6|5|6|8|8|5|6|5|7|8|6,0.46|0.74|0.21|0.39|0.64|0.5|0.62|0.53|0.8|0.44|0.58|3.0|10.0|2.0|5.0|2.0|3.0|10.0|10.0|5.0|6.0|5.0|6|5|6|8|8|5|6|5|8|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|-4.0|6.0|-1.0|2.0|4.0|-2.0|-2.0|1.0|-1.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2451,50,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|6.0|5.0|8.0|6|5|6|8|8|5|6|5|7|8|6,0.46|0.74|0.21|0.39|0.64|0.5|0.62|0.53|0.8|0.44|0.58|7.0|6.0|6.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|8|8|8|5|6|5|8|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2452,50,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|6.0|5.0|8.0|6|5|6|8|8|5|6|5|7|8|6,0.46|0.74|0.21|0.39|0.64|0.5|0.62|0.53|0.8|0.44|0.58|7.0|6.0|8.0|4.0|4.0|7.0|8.0|6.0|6.0|5.0|8.0|6|5|6|8|9|5|6|7|8|7|6,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0
2453,50,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|6.0|5.0|8.0|6|5|6|8|8|5|6|5|7|8|6,0.46|0.74|0.21|0.39|0.64|0.5|0.62|0.53|0.8|0.44|0.58|7.0|6.0|8.0|4.0|4.0|7.0|8.0|6.0|7.0|5.0|8.0|7|5|6|8|9|5|6|7|7|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0
2454,50,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|6.0|5.0|8.0|6|5|6|8|8|5|6|5|7|8|6,0.46|0.74|0.21|0.39|0.64|0.5|0.62|0.53|0.8|0.44|0.58|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|8|4|7|9|9|4|5|6|9|8|5,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|-1.0|-1.0|-1.0|1.0|1.0|-1.0|-1.0|-1.0|1.0
