,generation,mother,father,child,child_no,mutation
2397,48,0.32|0.33|0.52|0.9|0.76|0.25|0.49|0.81|0.19|0.58|0.95|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,0.44|0.64|0.31|0.62|0.72|0.46|0.71|0.48|0.93|0.4|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|7|7|6,0.38|0.48|0.42|0.76|0.74|0.36|0.6|0.64|0.56|0.49|0.8|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|6|7|7|7|6|7|6|9|8|7,48.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|-1.0|1.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0
2398,48,0.32|0.33|0.52|0.9|0.76|0.25|0.49|0.81|0.19|0.58|0.95|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,0.44|0.64|0.31|0.62|0.72|0.46|0.71|0.48|0.93|0.4|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|7|7|6,0.38|0.48|0.42|0.76|0.74|0.36|0.6|0.64|0.56|0.49|0.8|6.0|6.0|11.0|3.0|5.0|6.0|10.0|9.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|7|7|6,49.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-3.0|1.0|-1.0|1.0|-2.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2399,48,0.32|0.33|0.52|0.9|0.76|0.25|0.49|0.81|0.19|0.58|0.95|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,0.44|0.64|0.31|0.62|0.72|0.46|0.71|0.48|0.93|0.4|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|7|7|6,0.38|0.48|0.42|0.76|0.74|0.36|0.6|0.64|0.56|0.49|0.8|7.0|6.0|8.0|4.0|5.0|7.0|8.0|8.0|7.0|5.0|8.0|6|5|6|8|6|5|6|5|7|7|6,50.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2400,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|6.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|7|6|5|8|7|6,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0
2401,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|8|6|7|9|5|6|6|5|7|7|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|1.0|-1.0|0.0|0.0|1.0|0.0|0.0
2402,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.14|0.08|0.26|0.73|0.99|0.27|0.23|0.26|0.07|0.93|0.45|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,3.0,0.34|0.6|-0.02|-0.29|-0.35|0.29|0.4|0.23|0.77|-0.47|0.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2403,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|10.0|3.0|3.0|10.0|3.0|5.0|2.0|2.0|3.0|6.0|3.0|7|5|6|8|6|5|6|5|8|7|6,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|3.0|5.0|-6.0|1.0|3.0|6.0|6.0|5.0|-1.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2404,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|6.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2405,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.28|0.52|0.09|0.1|0.48|0.68|0.67|0.3|0.34|0.54|0.41|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|8|5|6|5|8|7|6,6.0,0.2|0.16|0.15|0.34|0.16|-0.12|-0.04|0.19|0.5|-0.08|0.23|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2406,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|7.0|5.0|8.0|8|5|5|7|7|5|7|4|9|7|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|1.0|-1.0|0.0|-1.0|1.0|-1.0|0.0|-1.0
2407,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|2.0|4.0|8.0|8.0|8.0|8.0|5.0|8.0|6|5|6|10|6|5|6|5|8|7|6,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2408,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|6|6|6|7|8|4|6|5|8|7|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|-1.0
2409,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|8|5|6|5|8|7|6,10.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2410,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.9|0.0|0.05|0.05|0.59|0.88|0.65|0.11|0.4|0.72|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,11.0,-0.42|0.68|0.19|0.39|0.05|-0.32|-0.02|0.38|0.44|-0.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2411,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|6.0|4.0|4.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|8|8|8|5|6|5|8|7|6,12.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2412,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|7.0|8.0|8.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,13.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2413,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|9|5|6|5|8|7|6,14.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
2414,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,15.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2415,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|4|8|7|6,16.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
2416,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.7|0.1|0.01|0.45|0.14|0.98|0.74|0.7|0.32|0.4|0.86|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,17.0,-0.22|0.58|0.23|-0.01|0.5|-0.42|-0.11|-0.21|0.52|0.06|-0.22|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2417,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|6.0|7.0|8.0|4.0|4.0|8.0|11.0|10.0|10.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,18.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-1.0|0.0|0.0|0.0|0.0|-3.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2418,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|4.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|7|6|8|6|5|6|5|8|7|6,19.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2419,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|7.0|8.0|7.0|8.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,20.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2420,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|7.0|4.0|8.0|6|5|6|8|6|5|6|5|8|7|6,21.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2421,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.09|0.07|0.49|0.31|0.15|0.99|0.02|0.32|0.58|0.15|0.46|7.0|6.0|8.0|4.0|4.0|8.0|8.0|8.0|8.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,22.0,0.39|0.61|-0.25|0.13|0.49|-0.43|0.61|0.17|0.26|0.31|0.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2422,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|7.0|8.0|5.0|8.0|6|5|6|8|6|5|6|5|8|7|6,23.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2423,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|6.0|15.0|10.0|15.0|2.0|15.0|10.0|2.0|10.0|10.0|10.0|7|5|6|8|6|5|6|5|8|7|6,24.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|-9.0|-2.0|-11.0|2.0|-7.0|-2.0|6.0|-3.0|-5.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2424,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|7.0|6.0|8.0|4.0|6.0|7.0|8.0|8.0|8.0|5.0|8.0|7|5|7|8|6|5|6|5|8|7|6,25.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
2425,49,0.45|0.79|0.18|0.34|0.63|0.43|0.6|0.57|0.75|0.43|0.52|7.0|6.0|8.0|4.0|4.0|7.0|8.0|8.0|8.0|5.0|8.0|6|5|6|8|8|5|6|5|8|7|6,0.5|0.56|0.3|0.53|0.66|0.68|0.66|0.41|0.92|0.5|0.77|7.0|6.0|8.0|4.0|6.0|8.0|8.0|8.0|7.0|5.0|8.0|7|5|6|8|6|5|6|5|8|7|6,0.48|0.68|0.24|0.44|0.64|0.56|0.63|0.49|0.84|0.46|0.64|15.0|5.0|10.0|10.0|5.0|15.0|2.0|10.0|10.0|2.0|6.0|6|5|6|8|6|5|6|5|8|7|6,26.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-8.0|1.0|-2.0|-6.0|-1.0|-8.0|6.0|-2.0|-3.0|3.0|2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
