,generation,mother,father,child,child_no,mutation
32,7,0.12|0.66|0.12|0.76|7|7|8|3|8|3|5|8,0.03|0.77|0.5|0.21|7|7|8|3|8|3|5|8,0.08|0.72|0.31|0.48|6|7|8|3|7|3|5|8,6.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
33,7,0.12|0.66|0.12|0.76|7|7|8|3|8|3|5|8,0.03|0.77|0.5|0.21|7|7|8|3|8|3|5|8,0.08|0.72|0.31|0.48|7|7|8|3|7|3|5|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
34,7,0.12|0.66|0.12|0.76|7|7|8|3|8|3|5|8,0.03|0.77|0.5|0.21|7|7|8|3|8|3|5|8,0.08|0.72|0.31|0.48|8|9|11|6|8|3|5|8,8.0,0.0|0.0|0.0|0.0|-1.0|-2.0|-3.0|-3.0|0.0|0.0|0.0|0.0
35,7,0.12|0.66|0.12|0.76|7|7|8|3|8|3|5|8,0.03|0.77|0.5|0.21|7|7|8|3|8|3|5|8,0.08|0.72|0.31|0.48|7|7|8|3|9|3|4|9,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|-1.0
36,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|9|7|8|6|8|3|5|8,1.0,0.0|0.0|0.0|0.0|-2.0|0.0|0.0|-3.0|0.0|0.0|0.0|0.0
37,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7.0|7.0|8.0|3.0|8|3|5|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|7|9|3|9|3|5|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|0.0|0.0|0.0
39,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.84|0.39|0.52|0.22|7|7|8|3|8|3|5|8,4.0,-0.2899999999999999|-0.07|-0.15000000000000002|0.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
40,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|7|7|3|8|3|4|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0
41,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|7|8|3|9|3|5|8,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
42,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|7|9|3|8|3|5|8,7.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
43,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|8|8|3|8|3|6|8,8.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|-1.0|0.0
44,8,0.86|0.14|0.35|0.97|7|7|8|3|8|3|5|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.55|0.32|0.37|0.62|7|7|7|3|7|3|5|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0
45,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|8|4|6|8,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-1.0|0.0
46,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|8|2|6|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
47,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|6|10|11|4|8|3|5|8,3.0,0.0|0.0|0.0|0.0|1.0|-3.0|-3.0|-1.0|0.0|0.0|0.0|0.0
48,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
49,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|7|3|6|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
50,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.89|0.63|0.85|0.31|7|7|8|3|8|3|6|8,6.0,-0.69|-0.09999999999999998|-0.53|0.09000000000000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
51,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.8|0.97|0.14|0.27|7|7|8|3|8|3|5|8,7.0,-0.6000000000000001|-0.43999999999999995|0.18|0.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
52,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0
53,9,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.23|0.49|0.39|0.27|7|7|8|3|8|3|5|8,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,9.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
54,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
55,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|10|10|10|2|8|3|5|7,2.0,0.0|0.0|0.0|0.0|-3.0|-3.0|-2.0|1.0|0.0|0.0|0.0|0.0
56,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7|8|8|3|8|3|7|8,3.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
57,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|7|3|6|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0
58,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
59,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|8|7|8|3|8|3|7|7,6.0,0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
60,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.79|0.9|0.35|0.72|7|7|8|3|8|3|5|8,7.0,-0.5900000000000001|-0.37|-0.02999999999999997|-0.31999999999999995|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
61,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7|7|8|3|8|4|7|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
62,10,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.2|0.53|0.32|0.4|7|7|8|3|9|3|5|8,0.2|0.53|0.32|0.4|7|7|9|3|9|2|5|8,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|1.0|0.0|0.0
63,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7|7|8|3|8|4|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
64,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|9|3|6|8,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
65,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7|7|8|3|7|2|7|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|-1.0|0.0
66,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
67,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7|7|8|3|8|4|7|8,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
68,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7|7|9|3|8|4|7|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|-1.0|0.0|0.0
69,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|8|8|7|2|8|3|6|8,7.0,0.0|0.0|0.0|0.0|-1.0|-1.0|1.0|1.0|0.0|0.0|0.0|0.0
70,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|8,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
71,11,0.2|0.53|0.32|0.4|7|7|8|3|8|3|7|7,0.18|0.57|0.26|0.52|7|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|6|7|8|3|9|3|6|7,9.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0
72,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|7.0|7.0|7.0|3.0|7|3|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0
73,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|6.0|7.0|8.0|3.0|9|2|6|6,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|1.0|0.0|1.0
74,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|6.0|7.0|9.0|3.0|7|3|6|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0
75,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|6.0|8.0|8.0|3.0|8|2|7|8,4.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0|0.0
76,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|10.0|7.0|11.0|3.0|8|3|7|8,5.0,0.0|0.0|0.0|0.0|-3.0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0
77,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|5.0|7.0|8.0|6.0|8|3|6|8,6.0,0.0|0.0|0.0|0.0|1.0|0.0|0.0|-3.0|0.0|0.0|0.0|0.0
78,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.1|0.51|0.8|0.98|7.0|7.0|8.0|3.0|8|3|7|8,7.0,0.1|0.030000000000000027|-0.5|-0.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
79,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,8.0,0.17|-0.41999999999999993|-0.69|0.25|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
80,12,0.2|0.53|0.32|0.4|6|7|8|3|8|3|6|8,0.19|0.55|0.29|0.46|7.0|7.0|8.0|3.0|8|3|7|7,0.2|0.54|0.3|0.43|7.0|7.0|9.0|3.0|8|3|6|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
81,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|7.0|7.0|9.0|3.0|8|3|6|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|1.0|0.0
82,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|6.0|8.0|8.0|3.0|9|3|7|8,2.0,0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
83,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|7.0|7.0|8.0|3.0|8|3|6|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
84,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|7.0|7.0|7.0|3.0|9|3|5|8,4.0,0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0
85,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.42|0.49|0.76|0.59|7.0|7.0|8.0|3.0|8|3|7|7,5.0,-0.3|0.25|-0.09999999999999998|-0.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
86,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|6.0|10.0|7.0|3.0|9|3|6|8,6.0,0.0|0.0|0.0|0.0|1.0|-3.0|1.0|0.0|0.0|0.0|0.0|0.0
87,13,0.2|0.53|0.32|0.4|7.0|7.0|8.0|3.0|9|3|7|7,0.03|0.96|0.99|0.18|6.0|7.0|8.0|3.0|8|3|6|8,0.12|0.74|0.66|0.29|8.0|7.0|9.0|6.0|8|3|7|8,7.0,0.0|0.0|0.0|0.0|-1.0|0.0|-1.0|-3.0|0.0|0.0|0.0|0.0
