,generation,mother,father,child,child_no,mutation
10,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|7|7|10|4|2|18|5|2|3|5|9|5|6|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
11,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
12,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|3|2|18|5|2|2|5|9|5|6|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
13,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.6|0.05|0.72|0.58|0.71|0.07|0.7|0.19|0.37|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,5.0,0.050000000000000044|0.23000000000000004|-0.6699999999999999|0.37|-0.08999999999999997|0.3|-0.35999999999999993|0.7|0.44999999999999996|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
14,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
15,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|14|29|7|10|8|10|5|2|17|5|2|3|5|9|5|6|4|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-1.0|-2.0|-1.0|0.0|-1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
16,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|3|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0
17,3,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|2|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|9|4|2|18|5|2|2|6|9|5|6|4|7,9.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0
18,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.62|0.35|0.48|0.31|0.96|0.5|0.2|0.23|0.89|13.0|27.0|6.0|8.0|7.0|10.0|5.0|2.0|18.0|5|2|3|5|9|5|6|5|7,1.0,0.030000000000000027|-0.06999999999999995|-0.43|0.6399999999999999|-0.33999999999999997|-0.13|0.14|0.66|-0.07000000000000006|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
19,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|3.0|18.0|5|2|3|5|9|5|6|5|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
20,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|9.0|7.0|10.0|5.0|2.0|18.0|5|2|4|5|9|5|6|5|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
21,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|28.0|6.0|8.0|7.0|10.0|5.0|2.0|18.0|5|2|3|5|9|5|6|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
22,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|4|5|9|5|6|5|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
23,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|9.0|5.0|2.0|18.0|5|2|3|5|9|5|7|5|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0
24,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|6.0|10.0|5.0|2.0|18.0|5|2|3|5|9|5|6|5|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
25,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.81|0.47|0.63|0.79|0.15|0.4|0.51|0.54|0.47|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,8.0,-0.16000000000000003|-0.18999999999999995|-0.58|0.15999999999999992|0.47|-0.030000000000000027|-0.16999999999999998|0.35|0.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
26,4,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|5|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.25|0.06|0.13|0.91|0.8|0.2|0.48|0.73|0.91|13.0|27.0|6.0|8.0|7.0|10.0|4.0|2.0|18.0|5|2|3|5|9|5|6|4|7,9.0,0.4|0.22000000000000003|-0.08|0.039999999999999925|-0.18000000000000005|0.16999999999999998|-0.13999999999999996|0.16000000000000003|-0.09000000000000008|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
27,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|5|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,1.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
28,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|28|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
29,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|4|4|9|6|7|5|8,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|-1.0|1.0|0.0|-1.0|-1.0|-1.0|-1.0
30,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.12|0.58|0.96|0.78|0.32|0.61|0.05|0.85|0.4|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,4.0,0.53|-0.29999999999999993|-0.9099999999999999|0.16999999999999993|0.3|-0.24|0.29000000000000004|0.040000000000000036|0.41999999999999993|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
31,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|7|8|7|10|4|2|18|5|2|4|5|9|5|6|4|7,5.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0
32,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|7|8|7|10|5|2|18|6|2|3|5|9|5|6|4|7,6.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
33,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|11|4|2|18|6|2|3|5|9|5|6|4|7,7.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
34,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|16|26|5|8|7|10|4|3|18|6|2|3|5|9|5|6|4|7,8.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-3.0|1.0|1.0|0.0|0.0|0.0|0.0|-1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
35,5,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|5|2|18|5|2|3|5|9|5|6|4|7,0.07|0.85|0.74|0.99|0.71|0.46|0.53|0.96|0.09|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,9.0,0.5800000000000001|-0.57|-0.69|-0.040000000000000036|-0.08999999999999997|-0.09000000000000002|-0.19|-0.06999999999999995|0.73|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
36,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.0|0.28|0.18|0.9|0.45|0.7|0.09|0.66|0.71|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,1.0,0.65|0.0|-0.13|0.04999999999999993|0.16999999999999998|-0.32999999999999996|0.25|0.22999999999999998|0.10999999999999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
37,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,2.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
38,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|9|9|12|3|2|17|5|2|3|5|9|5|6|4|7,3.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|-1.0|-2.0|-2.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
39,6,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|13|27|6|8|7|10|4|2|18|5|2|3|5|9|5|6|4|7,0.65|0.28|0.05|0.95|0.62|0.37|0.34|0.89|0.82|12|27|6|8|7|10|4|2|18|6|2|3|5|9|5|6|4|7,4.0,0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
